AVG
0 (0.5426003247744483, 0.5420470803726473, 0.5431535691762494, 2.5, 1.5, 2.3)
1 (0.5425941858995458, 0.5417827017825062, 0.5434056700165855, 2.5, 1.5, 2.5)
2 (0.5424508806923363, 0.5419903229590285, 0.5429114384256439, 2.5, 1.7, 2.3)
3 (0.54232919835205, 0.5423154345806852, 0.5423429621234146, 2.5, 1.5, 2.1)
4 (0.5422939997283384, 0.5417219687509905, 0.5428660307056862, 2.3, 1.5, 2.3)
5 (0.5422930226183447, 0.5414022756563613, 0.543183769580328, 2.5, 1.9, 2.5)
6 (0.5422910341450216, 0.5416706298643993, 0.5429114384256439, 2.3, 1.9, 2.3)
7 (0.5422717835414028, 0.5411378970662203, 0.5434056700165855, 2.1, 1.5, 2.5)
8 (0.5422717835414028, 0.5411378970662203, 0.5434056700165855, 2.3, 1.5, 2.5)
9 (0.5422717835414028, 0.5411378970662203, 0.5434056700165855, 2.3, 1.7, 2.5)
10 (0.5421597425970199, 0.5414022756563613, 0.5429172095376784, 2.3, 2.1, 2.5)
11 (0.5421577541236968, 0.5416706298643993, 0.5426448783829944, 2.1, 2.1, 2.3)
12 (0.5421457331212348, 0.5411378970662203, 0.5431535691762494, 2.5, 1.7, 2.5)
13 (0.5421452524328891, 0.5414022756563613, 0.5428882292094168, 2.3, 1.7, 2.3)
14 (0.5421385035200781, 0.5411378970662203, 0.5431391099739358, 1.9, 1.9, 2.5)
15 (0.5421385035200781, 0.5411378970662203, 0.5431391099739358, 2.1, 1.7, 2.5)
16 (0.5421385035200781, 0.5411378970662203, 0.5431391099739358, 2.1, 1.9, 2.5)
17 (0.5421341531810238, 0.5414022756563613, 0.5428660307056862, 2.1, 1.5, 2.3)
18 (0.5421341531810238, 0.5414022756563613, 0.5428660307056862, 2.1, 1.7, 2.3)
19 (0.5420646208414605, 0.5416706298643993, 0.5424586118185216, 2.5, 1.9, 2.3)
20 (0.5420646208414605, 0.5416706298643993, 0.5424586118185216, 2.5, 2.1, 2.3)
21 (0.5420536574753957, 0.5420470803726473, 0.5420602345781441, 2.3, 1.5, 2.1)
22 (0.5420455771659188, 0.5419903229590285, 0.5421008313728092, 2.5, 1.7, 2.1)
23 (0.54201245309991, 0.5411378970662203, 0.5428870091335997, 2.1, 2.1, 2.5)
24 (0.54201245309991, 0.5411378970662203, 0.5428870091335997, 2.3, 1.9, 2.5)
25 (0.5420119724115643, 0.5414022756563613, 0.5426216691667672, 2.1, 1.9, 2.3)
26 (0.5420025381413964, 0.5410878667451146, 0.5429172095376784, 2.1, 2.3, 2.5)
27 (0.5420008731596989, 0.5414022756563613, 0.5425994706630365, 1.9, 1.7, 2.3)
28 (0.5420008731596989, 0.5414022756563613, 0.5425994706630365, 1.9, 1.9, 2.3)
29 (0.5419630467879826, 0.5414022756563613, 0.5425238179196039, 2.5, 2.5, 2.5)
30 (0.5419625588712408, 0.5416706298643993, 0.5422544878780823, 2.3, 2.5, 2.3)
31 (0.5419625588712408, 0.5416706298643993, 0.5422544878780823, 2.5, 2.3, 2.3)
32 (0.5419333292934587, 0.5414022756563613, 0.542464382930556, 2.3, 2.3, 2.5)
33 (0.5419333292934587, 0.5414022756563613, 0.542464382930556, 2.5, 2.1, 2.5)
34 (0.5419313408201356, 0.5416706298643993, 0.542192051775872, 2.1, 2.3, 2.3)
35 (0.5419313408201356, 0.5416706298643993, 0.542192051775872, 2.3, 2.1, 2.3)
36 (0.5419267283753358, 0.5423154345806852, 0.5415380221699865, 2.3, 1.5, 1.9)
37 (0.5418857306186042, 0.5416706298643993, 0.5421008313728092, 2.1, 1.9, 2.1)
38 (0.5418857306186042, 0.5416706298643993, 0.5421008313728092, 2.3, 1.7, 2.1)
39 (0.5418755882018129, 0.5408774063965225, 0.5428737700071032, 1.9, 1.7, 2.5)
40 (0.5418748227395309, 0.5414022756563613, 0.5423473698227004, 1.9, 2.1, 2.3)
41 (0.5418718408210337, 0.5413562209531524, 0.542387460688915, 1.9, 2.3, 2.3)
42 (0.5418676367255904, 0.5414022756563613, 0.5423329977948195, 1.7, 1.9, 2.3)
43 (0.5418667389882205, 0.5414022756563613, 0.5423312023200796, 1.9, 1.5, 2.3)
44 (0.541863397925398, 0.5416706298643993, 0.5420561659863965, 2.5, 2.5, 2.3)
45 (0.5418525902174149, 0.5408234881549735, 0.5428816922798564, 1.7, 2.3, 2.5)
46 (0.5418525902174149, 0.5408234881549735, 0.5428816922798564, 1.9, 2.1, 2.5)
47 (0.5418283817672218, 0.5414022756563613, 0.5422544878780823, 2.5, 2.3, 2.5)
48 (0.5418263932938987, 0.5416706298643993, 0.5419821567233982, 2.3, 2.3, 2.3)
49 (0.5418241894442558, 0.5416706298643993, 0.5419777490241123, 2.5, 2.1, 2.1)
50 (0.5418056630000332, 0.5423154345806852, 0.5412958914193812, 2.5, 1.5, 1.9)
51 (0.5417964669870765, 0.5416706298643993, 0.5419223041097536, 2.3, 2.1, 2.1)
52 (0.5417964669870765, 0.5416706298643993, 0.5419223041097536, 2.5, 1.9, 2.1)
53 (0.5417524505972794, 0.5416706298643993, 0.5418342713301595, 1.9, 2.1, 2.1)
54 (0.5417391708376174, 0.5413562209531524, 0.5421221207220824, 1.7, 2.5, 2.3)
55 (0.5417384385297794, 0.5408774063965225, 0.5425994706630365, 1.7, 1.5, 2.5)
56 (0.5417384385297794, 0.5408774063965225, 0.5425994706630365, 1.7, 1.7, 2.5)
57 (0.5417384385297794, 0.5408774063965225, 0.5425994706630365, 1.9, 1.5, 2.5)
58 (0.5417376637170148, 0.5410878667451146, 0.542387460688915, 1.9, 2.5, 2.5)
